id,title,keywords,cast,genres,director
310933,Bleeding Hearts,,Robert Loggia Charles Durning Tony Todd Dustin Diamond Wilson Jermaine Heredia,Horror,Dylan Bank
7553,Waiting...,decision waiter hostess trainee gross out,Ryan Reynolds Anna Faris Justin Long David Koechner Luis Guzm\u00e1n,Comedy,Rob McKittrick
12877,Dead Man's Shoes,rage and hate brother revenge punishment home movie footage,Paddy Considine Gary Stretch Toby Kebbell Jo Hartley Seamus O'Neill,Drama Thriller Crime,Shane Meadows
39895,From a Whisper to a Scream,civil war narration voodoo necrophilia anthology,Vincent Price Clu Gulager Terry Kiser Rosalind Cash Cameron Mitchell,Comedy Horror,Jeff Burr
102840,Sex With Strangers,,,Documentary,
55616,Dracula: Pages from a Virgin's Diary,dracula independent film,Wei-Qiang Zhang Tara Birtwhistle David Moroni CindyMarie Small Johnny A. Wright,Horror,Guy Maddin
29697,Faith Like Potatoes,christian film food,Frank Rautenbach Jeanne Neilson Hamilton Dlamini Sean Cameron Michael Rochelle Buchan,Drama,Regardt van den Bergh
50037,Beyond the Black Rainbow,commune suspense mad doctor captive drugged,Michael Rogers Scott Hylands Marilyn Norry Eva Allan Rondel Reynoldson,Fantasy Science Fiction Horror,Panos Cosmatos
94329,The Raid,crime boss tenement high rise monitor tower block,Iko Uwais Joe Taslim Donny Alamsyah Yayan Ruhian Ray Sahetapy,Action Thriller Crime,Gareth Evans
53502,The Dead Undead,vampire zombie vanity project mad cow disease,Luke Goss Joshua Alba Matthew R. Anderson Laura Chinn Cameron Goodman,Horror Science Fiction Action,Matthew R. Anderson
202604,The Vatican Exorcisms,exorcism,Joe Marino,Horror Documentary Mystery,Joe Marino
289,Casablanca,love triangle corruption spy resistance casablanca,Humphrey Bogart Ingrid Bergman Paul Henreid Claude Rains Conrad Veidt,Drama Romance,Michael Curtiz
27374,Lake Mungo,supernatural drama,Talia Zucker Rosie Traynor David Pledger Martin Sharpe Steve Jodrell,Horror Thriller,Joel Anderson
26815,Rocket Singh: Salesman of the Year,ambition bollywood business india struggling career,Ranbir Kapoor Sumeet Darshan Dobhal Gauhar Khan Shazahn Padamsee Prem Chopra,Drama Comedy Romance,Shimit Amin
811,Silent Running,space marine sunlight plants space travel saturn,Bruce Dern Cliff Potts Ron Rifkin Jesse Vint Steven Brown,Adventure Drama Science Fiction,Douglas Trumbull
1366,Rocky,underdog philadelphia transporter italo-american fight,Sylvester Stallone Talia Shire Burt Young Carl Weathers Burgess Meredith,Drama,John G. Avildsen
244776,The Sleepwalker,woman director young couple secluded family estate,Christopher Abbott Brady Corbet Stephanie Ellis Gitte Witt,Drama,Mona Lerche
5769,Tom Jones,from rags to riches tutor squire,Albert Finney Susannah York Hugh Griffith Edith Evans Joan Greenwood,Adventure Comedy History Romance,Tony Richardson
277685,Unfriended,computer bullying revenge internet teenager,Shelley Hennig Moses Jacob Storm Renee Olstead William Peltz Jacob Wysocki,Horror Thriller,Levan Gabriadze
103,Taxi Driver,vietnam veteran taxi obsession drug dealer night shift,Robert De Niro Cybill Shepherd Harvey Keitel Jodie Foster Peter Boyle,Crime Drama,Martin Scorsese
11298,The Howling,insane asylum werewolf newswoman,Patrick Macnee Dennis Dugan Christopher Stone Belinda Balaski Kevin McCarthy,Drama Horror,Joe Dante
646,Dr. No,london england england assassination spy casino,Sean Connery Ursula Andress Joseph Wiseman Jack Lord Bernard Lee,Adventure Action Thriller,Terence Young
93856,Chernobyl Diaries,radiation ukraine nuclear radiation tourist nuclear power plant,Jesse McCartney Jonathan Sadowski Olivia Taylor Dudley Ingrid Bols\u00f8 Berdal Alex Feldman,Horror Thriller,Bradley Parker
9003,Hellraiser,underworld seduction supernatural pinhead revenge,Andrew Robinson Clare Higgins Ashley Laurence Sean Chapman Oliver Smith,Horror,Clive Barker
347126,God's Not Dead 2,christian,Hayley Orrantia Melissa Joan Hart Jesse Metcalfe David A.R. White Ray Wise,Drama,Harold Cronk
10092,Cry_Wolf,murder serial killer student rumor,Julian Morris Lindy Booth Jared Padalecki Jon Bon Jovi Sandra McCoy,Horror Thriller,Jeff Wadlow
10643,Godzilla 2000,japan monster flying saucer godzilla city,Takehiro Murata Naomi Nishida Mayu Suzuki Hiroshi Abe Shir\u00f4 Sano,Adventure Horror Action Science Fiction,Takao Okawara
46705,Blue Valentine,dancing nurse depression classroom bridge,Ryan Gosling Michelle Williams Mike Vogel John Doman Faith Wladyka,Drama Romance,Derek Cianfrance
546,Transamerica,individual gay new york usa missionary,Felicity Huffman Kevin Zegers Elizabeth Pe\u00f1a Danny Burstein Maurice Orozco,Drama,Duncan Tucker
76487,The Devil Inside,rome exorcism death demonic possession found footage,Fernanda Andrade Simon Quarterman Evan Helmuth Ionut Grama Suzan Crowley,Thriller Horror,William Brent Bell
5722,Beyond the Valley of the Dolls,pop pop star musical,Dolly Read Cynthia Myers Marcia McBroom John Lazar Michael Blodgett,Comedy Drama Thriller,Russ Meyer
39833,Love Me Tender,civil war,Richard Egan Debra Paget Elvis Presley Robert Middleton William Campbell,Drama Action Western Music Romance,Robert D. Webb
1781,An Inconvenient Truth,climate change greenhouse effect climate earth global warming,Al Gore Billy West Ronald Reagan George W. Bush George H. W. Bush,Documentary,Davis Guggenheim
18712,Sands of Iwo Jima,sergeant iwo jima,John Wayne John Agar Adele Mara Forrest Tucker Wally Cassell,Action Drama History War,Allan Dwan
7944,Shine a Light,new york film director legend song public,Mick Jagger Keith Richards Charlie Watts Ronnie Wood Christina Aguilera,Documentary Music,Martin Scorsese
171424,The Green Inferno,chile gore jungle extreme violence cannibal,Lorenza Izzo Ariel Levy Sky Ferreira Nicolas Martinez Kirby Bliss Blanton,Action Adventure Horror Thriller,Eli Roth
361475,Departure,gay,Juliet Stevenson Alex Lawther Ph\u00e9nix Brossard Finbar Lynch Niamh Cusack,Drama Romance Family,Andrew Steggall
113947,The Sessions,cat virgin narration wheelchair graduation,John Hawkes Helen Hunt William H. Macy Moon Bloodgood Annika Marks,Drama Romance Comedy,Ben Lewin
18570,"Food, Inc.",food industry monsanto organic food sustainable griculture,Michael Pollan Eric Schlosser Richard Lobb Vince Edwards Carole Morison,Documentary,Robert Kenner
83860,October Baby,adoption college,Rachel Hendrix  Jason Burkey Robert Amaya  John Schneider,Drama,Andrew Erwin
41469,Next Stop Wonderland,independent film,Hope Davis Philip Seymour Hoffman Holland Taylor Alan Gelfant Jason Lewis,Comedy Drama Romance,Brad Anderson
244772,The Skeleton Twins,new york adultery confession brother sister relationship infidelity,Kristen Wiig Bill Hader Luke Wilson Ty Burrell Boyd Holbrook,Drama,Craig Johnson
50837,Martha Marcy May Marlene,sexual abuse cult boundary violations mumblegore,Elizabeth Olsen Hugh Dancy John Hawkes Sarah Paulson Brady Corbet,Drama Thriller,Sean Durkin
248774,Obvious Child,independent film woman director,Jenny Slate Jake Lacy Gaby Hoffmann Paul Briganti Stephen Singer,Comedy Romance,Gillian Robespierre
10183,Frozen River,human trafficking woman director,Melissa Leo Misty Upham Charlie McDermott John Canoe Jay Klaitz,Drama,Courtney Hunt
159014,20 Feet from Stardom,,Bette Midler Mick Jagger Sting Sheryl Crow Bruce Springsteen,Documentary Music,Morgan Neville
32456,Two Girls and a Guy,love revenge loft analingus actor,Robert Downey Jr. Natasha Gregson Wagner Heather Graham Angel David Frederique van der Wal,Drama Romance,James Toback
49963,Walking and Talking,independent film woman director,Catherine Keener Anne Heche Liev Schreiber Randall Batinkoff Amy Braverman,Comedy Drama Romance,Nicole Holofcener
13508,Who Killed the Electric Car?,energy supply automobile industry independent film,Martin Sheen Mel Gibson Tom Hanks,Documentary,Chris Paine
22597,The Broken Hearts Club: A Romantic Comedy,gay roommate male friendship in vitro fertilisation romantic comedy,Ben Weber Timothy Olyphant Matt McGrath Zach Braff Dean Cain,Comedy Drama Romance,Greg Berlanti
9707,Bubba Ho-tep,john f. kennedy elvis presley,Bruce Campbell Ossie Davis Ella Joyce Heidi Marnhout Bob Ivy,Comedy Horror Thriller Mystery Fantasy,Don Coscarelli
37532,Slam,independent film,Saul Williams Sonja Sohn Bonz Malone Beau Sia,Drama,Marc Levin
26791,Brigham City,,Richard Dutcher Matthew A. Brown Wilford Brimley,Crime Drama Mystery Thriller,Richard Dutcher
56666,Fiza,suicide loss of brother laughing jihad love,Hrithik Roshan Karisma Kapoor Jaya Bachchan Neha Bikram Saluja,Drama Foreign Romance,Khalid Mohammed
8675,Orgazmo,pornography sex secret fight star,Trey Parker Dian Bachar Matt Stone Ron Jeremy Michael Dean Jacobs,Comedy,Trey Parker
13132,All the Real Girls,southern usa small town virgin independent film best friend,Paul Schneider Zooey Deschanel Danny McBride Maurice Compte Heather McComb,Drama Romance,David Gordon Green
47686,Dream with the Fishes,independent film,David Arquette Brad Hunt Kathryn Erbe Patrick McGaw Cathy Moriarty,Comedy,
46989,Blue Car,independent film woman director,Margaret Colin Agnes Bruckner David Strathairn Frances Fisher A.J. Buckley,Drama,Karen Moncrieff
192132,Palo Alto,high school soccer teenager older man younger woman relationship teenage sexuality,Emma Roberts Jack Kilmer Nat Wolff James Franco Zoe Levin,Drama,Gia Coppola
24424,Ajami,,Fouad Habash Nisrine Rihan Elias Saba Youssef Sahwani Abu George Shibli,Crime Drama,Scandar Copti
13198,Wristcutters: A Love Story,independent film break-up ex-boyfriend ex-girlfriend relationship rolling a cigarette autocide,Patrick Fugit Shannyn Sossamon Shea Whigham Leslie Bibb Will Arnett,Comedy Drama Fantasy Romance,Goran Dukic
244267,I Origins,independent film eyes molecular biologist,Michael Pitt Brit Marling Astrid Berg\u00e8s-Frisbey Steven Yeun Archie Panjabi,Science Fiction Drama,Mike Cahill
21413,The Battle of Shaker Heights,fantasy enemy sister high school battlefield,Shia LaBeouf Elden Henson Amy Smart Billy Kay Kathleen Quinlan,Comedy Drama Romance,Kyle Rankin
123678,The Act of Killing,corruption war indonesia,Anwar Congo Herman Koto Syamsul Arifin Ibrahim Sinik Yapto Soerjosoemarno,Documentary,Joshua Oppenheimer
13362,Taxi to the Dark Side,taxi afghanistan guantanamo bay torture chamber,Brian Keith Allen Moazzam Begg Christopher Beiring Alex Gibney,Documentary,Alex Gibney
39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,new york beckenbauer pele,Pel\u00e9 Franz Beckenbauer Carlos Alberto Raphael de la Sierra Phil Woosnam,Documentary,Paul Crowder
62402,Guiana 1838,guyana 19th century,Aasheekaa Bathija Thomas Garvey Kumar Gaurav Rufus Graham Asim Mujahid,Drama,Rohit Jagessar
206412,Lisa Picard Is Famous,,Laura Kirk Nat DeWolf Griffin Dunne Daniel London Sandra Bullock,,Griffin Dunne
201132,Antarctica: A Year on Ice,biography antarctica,Genevieve Bachman William Brotman Michael Christiansen Tom Hamann George Lampman,Drama Adventure Documentary,Anthony Powell
251471,A LEGO Brickumentary,pop culture fan culture documentary toys,Jason Bateman Matthias Klie,Documentary,Kief Davidson
112456,Hardflip,skateboarding forgiveness sport family relationships aftercreditsstinger,Randy Wayne John Schneider Rosanna Arquette Sean Michael Afable Jason Dundas,Drama Action,Johnny Remo
20296,Chocolate: Deep Dark Secrets,,Anil Kapoor Sunil Shetty Arshad Warsi Emraan Hashmi Irrfan Khan,Thriller,Vivek Agnihotri
25983,The House of the Devil,ritual cult independent film human sacrifice eclipse,Jocelin Donahue Mary Woronov Greta Gerwig AJ Bowen Heather Robb,Mystery Horror,Ti West
66195,The Perfect Host,swimming pool tea kettle conga line spit in the face convenience store robbery,David Hyde Pierce Clayne Crawford Nathaniel Parker Helen Reddy,Comedy Thriller Crime,Nick Tomnay
16155,Safe Men,robbery organized crime gangster safecracker rosh hashanah,Sam Rockwell Steve Zahn Paul Giamatti Mark Ruffalo Josh Pais,Comedy Crime,John Hamburg
46727,Speedway Junky,racing car growing up scam male prostitute,Jesse Bradford Jordan Brower Jonathan Taylor Thomas Daryl Hannah Tiffani Thiessen,Romance Drama Crime,Nickolas Perry
55180,The Last Big Thing,magazine independent film counter-culture model arrogance,Dan Zukovic Mark Ruffalo Sibel Ergener James Lorinz Yul Vazquez,Comedy Drama,Dan Zukovic
29015,The Specials,superhero,Jordan Ladd Rob Lowe Jamie Kennedy Thomas Haden Church James Gunn,Action Comedy,Craig Mazin
91122,16 to Life,affection woman director,Hallee Hirsh Theresa Russell Shiloh Fernandez Will Rothhaar,Comedy Romance,Becky Smith
18206,Alone With Her,obsession hidden camera stalker independent film invasion of privacy,Colin Hanks Ana Claudia Talanc\u00f3n Jordana Spiro Jonathon Trent Alex Boling,Crime Drama Romance Thriller,Eric Nicholas
320146,Creative Control,virtual reality black and white,Benjamin Dickinson Nora Zehetner Dan Gill Alexia Rasmussen Gavin McInnes,Drama Science Fiction,Benjamin Dickinson
13856,Special,hallucination superhero independent film,Michael Rapaport Josh Peck Robert Baker Jack Kehler Alexandra Holden,Drama Fantasy Science Fiction,Hal Haberman
219716,Sparkler,,Park Overall Veronica Cartwright Freddie Prinze Jr. Don Harvey Jamie Kennedy,,Darren Stein
43630,The Helix... Loaded,,,Action Comedy Science Fiction,
56491,In Her Line of Fire,rebel usa president hostage airplane,Mariel Hemingway David Keith David Millbern Jill Bennett Sydney Jackson,Drama Action Thriller,Brian Trenchard-Smith
99826,The Jimmy Show,stand-up comedy,Frank Whaley Carla Gugino Ethan Hawke Lynn Cohen Jillian Stacom,Comedy Drama,Frank Whaley
186935,Heli,drug cartel extreme violence,Armando Espitia Andrea Vergara Linda Gonzalez Juan Eduardo Palacios Kenny Johnston,Crime Drama,Amat Escalante
357441,Karachi se Lahore,,Shehzad Sheikh Ayesha Omar Yasir Hussain Javed Sheikh,Family Comedy,
19344,Loving Annabelle,bisexuality australia twin brother friends melbourne,Erin Kelly Diane Gaidry Laura Breckenridge Michelle Horn Gustine Fudickar,Drama Romance,Katherine Brooks
242083,Hits,talent delusion fame teenager viral video,Meredith Hagner Matt Walsh James Adomian Jake Cherry Derek Waters,Drama Comedy,David Cross
18869,Jimmy and Judy,police revenge independent film video camera on the run,Edward Furlong Rachael Bella William Sadler,Action Crime Drama Thriller,Randall Rubin
26673,Frat Party,sport,Randy Wayne Caroline D'Amore Jareb Dauplaise Lauren C. Mayhew Dan Levy,Comedy Romance,Robert Bennett
41830,The Party's Over,london england beatnik,Oliver Reed Clifford David Ann Lynn Louise Sorel Mike Pratt,Drama,Guy Hamilton
37694,Proud,woman director,Vernel Bagneris Marcus Chait Michael Ciesla,Drama,Mary Pat Kelly
63287,The Poker House,rape drug abuse independent film,Jennifer Lawrence Selma Blair Bokeem Woodbine Chlo\u00eb Grace Moretz Sophia Bairley,Drama,Lori Petty
335874,Childless,,Barbara Hershey Joe Mantegna Diane Venora James Naughton Natalie Dreyfuss,,Charlie Levi
34592,ZMD: Zombies of Mass Destruction,racist religion,Janette Armand Doug Fahl Cooper Hopkins Bill Johns Russell Hodgkinson,Horror,Kevin Hamedani
92635,Snow White: A Deadly Summer,,Shanley Caswell Maureen McCormick Eric Roberts Tim Abell R.J. Cantu,Horror Thriller,David DeCoteau
258755,Hidden Away,,Germ\u00e1n Alcarazu Adil Koukouh Ana Wagener Alex Angulo,Romance Drama,Mikel Rueda
96534,My Last Day Without You,,Ken Duken Nicole Beharie Reg E. Cathey Marlene Forte Laith Nakli,Comedy Drama Romance,Stefan C. Schaefer
21283,Steppin: The Movie,,Wesley Jonathan Chrystee Pharris Anthony Anderson,Comedy Romance,Michael Taliferro
272724,Doc Holliday's Revenge,,Tom Berenger Ashley Hayes Eric Roberts Bart Voitila Oliver Rayon,Western,David DeCoteau
84178,Black Rock,friends remote island woman director,Kate Bosworth Lake Bell Jay Paulson Katie Aselton Will Bouvier,Thriller Horror,Katie Aselton
101179,Truth or Dare,,Liam Boyle Jack Gordon Florence Hall David Oakes Jennie Jacques,Horror Thriller Mystery,Robert Heath
52462,The Pet,independent film,Pierre Dulat Andrea Edmondson Summer Nguyen Lydia McLane Steven Wollenberg,Drama Thriller,D. Stevens
269057,Bang Bang Baby,small town rock star musical idol teenager,Jane Levy Peter Stormare Justin Chatwin David Reale Kristian Bruun,Science Fiction Drama Music,Jeffrey St. Jules
287524,Fear Clinic,phobia doctor fear,Thomas Dekker Robert Englund Cleopatra Coleman Fiona Dourif Kevin Gage,Horror,Robert Hall
206213,Zombie Hunter,mutant post-apocalyptic zombie,Martin Copping Danny Trejo Clare Niederpruem Terry Guthrie Jason Regier,Comedy Action Science Fiction Thriller,Kevin King
248402,A Fine Step,,Luke Perry Anna Claire Sneed Leonor Varela,Drama,Jonathan Meyers
29146,Charly,experiment mouse intelligence test genius,Cliff Robertson Claire Bloom Lilia Skala Leon Janney Ruth White,Drama Romance Science Fiction,Ralph Nelson
207769,Banshee Chapter,lsd government conspiracy tension video camera,Ted Levine Katia Winter Michael McMillian Monique Candelaria Jenny Gabrielle,Horror Thriller,Blair Erickson
271185,Ask Me Anything,college blog dark secrets,Britt Robertson Christian Slater Justin Long Martin Sheen Andy Buckley,Drama Mystery Thriller,Allison Burnett
29731,And Then Came Love,,Kevin Daniels Michael Boatman Jeremy Gumbs Eartha Kitt Vanessa Williams,Comedy Romance,Richard Schenkman
292539,Food Chains,,,Documentary,Sanjay Rawal
654,On the Waterfront,murder suspense union dock longshoreman,Marlon Brando Karl Malden Lee J. Cobb Rod Steiger Pat Henning,Crime Drama,Elia Kazan
91070,L!fe Happens,baby roommate friendship single los angeles,Krysten Ritter Kate Bosworth Rachel Bilson Geoff Stults Justin Kirk,Comedy,Kat Coiro
2009,"4 Months, 3 Weeks and 2 Days",rape hotel room totalitarian regime cohabitant female friendship,Anamaria Marinca Laura Vasiliu Vlad Ivanov Alexandru Potocean Lumini\u021ba Gheorghiu,Drama,Cristian Mungiu
323270,The Horror Network Vol. 1,anthology,Nick Frangione Artem Mishin Jan Cornet Brian Dorton Javier Botet,Horror,Joseph Graham
2652,Hard Candy,suicide rape age difference photographer ice,Patrick Wilson Ellen Page Sandra Oh Odessa Rae G.J. Echternkamp,Drama Thriller,David Slade
9813,The Quiet,depression christmas party deaf-mute daughter high school sports,Elisha Cuthbert Camilla Belle Edie Falco Martin Donovan Shawn Ashmore,Drama Thriller,Jamie Babbit
60421,Circumstance,sexual identity lesbian relationship homosexuality woman director,Nikohl Boosheri Sarah Kazemy Reza Sixo Safai Soheil Parsa Nasrin Pakkho,Drama,Maryam Keshavarz
157354,Fruitvale Station,police brutality based on true story racism docudrama day in a life,Michael B. Jordan Octavia Spencer Melonie Diaz Ahna O'Reilly Kevin Durand,Drama,Ryan Coogler
127867,The Brass Teapot,fantasy based on comic book money magical object woman director,Juno Temple Michael Angarano Alexis Bledel Billy Magnussen Alia Shawkat,Comedy Fantasy Thriller,Ramaa Mosley
3170,Bambi,forest coming of age best friend loss of loved one,Donnie Dunagan Peter Behn Stan Alexander Cammie King Will Wright,Animation Drama Family,David Hand
14014,The Hammer,transporter sport independent film,Adam Carolla Oswaldo Castillo Harold House Moore Christopher Darga Jonathan Hernandez,Comedy,Charles Herman-Wurmfeld
15708,Latter Days,gay coming out religion mormon,Steve Sandvoss Wes Ramsey Jacqueline Bisset Joseph Gordon-Levitt Rebekah Johnson,Drama Comedy Romance,C. Jay Cox
146882,Elza,france caribbean islands caribbean woman director,Stana Roumillac Vincent Byrd Le Sage Christophe Cherki,Drama,Mariette Monpierre
215918,1982,drug addiction father daughter relationship semi autobiographical,Bokeem Woodbine Sharon Leal Wayne Brady Quinton Aaron Hill Harper,Drama,Tommy Oliver
84200,"For a Good Time, Call...",crude humor best friend phone sex innuendo dirty joke,Ari Graynor Lauren Miller Mark Webber Justin Long Mimi Rogers,Comedy,Jamie Travis
84184,Celeste & Jesse Forever,relationship problems male female relationship divorce best friends in love,Rashida Jones Andy Samberg Elijah Wood Emma Roberts Ari Graynor,Comedy Drama Romance,Lee Toland Krieger
45767,Time Changer,time travel time machine christian film,D. David Morin Gavin MacLeod Hal Linden Jennifer O'Neill Paul Rodr\u00edguez,Comedy Drama Family Science Fiction,Rich Christiano
14823,London to Brighton,suspense,Georgia Groome Johnny Harris Sam Spruell Lorraine Stanley Alexander Morton,Crime Drama Thriller,Paul Andrew Williams
367551,American Hero,,Stephen Dorff Eddie Griffin Bill Billions Jonathan Billions,Action Comedy Science Fiction,Nick Love
343409,Windsor Drive,woman director,Samaire Armstrong Anna Gurji Matt Cohen Kyan DuBois,Thriller Mystery,Natalie Bible'
60243,A Separation,emigration class money maid divorce,Leila Hatami Kimia Hosseini Merila Zarei \u067e\u06cc\u0645\u0627\u0646 \u0645\u0639\u0627\u062f\u06cc Sareh Bayat,Drama,Asghar Farhadi
57294,Crying with Laughter,kidnapping stand-up comedy dark comedy night club landlord,Stephen McCole Malcolm Shields Andrew Neil Jo Hartley,Comedy Drama Thriller,Justin Molotnikov
11446,Welcome to the Dollhouse,parents kids relationship sister sister relationship mockery ugliness independent film,Heather Matarazzo Victoria Davis Christina Brucato Christina Vidal Siri Howard,Comedy Drama,Todd Solondz
47889,Ruby in Paradise,independent film,Ashley Judd Todd Field Bentley Mitchum Dorothy Lyman Allison Dean,Drama Romance,Victor Nunez
25461,Raising Victor Vargas,independent film,Victor Rasuk Judy Marte Melonie Diaz Altagracia Guzman Silvestre Rasuk,Drama Romance,Peter Sollett
905,Pandora's Box,london england casino irony forbidden love loss of husband,Louise Brooks Fritz Kortner Francis Lederer Carl Goetz Krafft-Raschig,Drama Thriller Romance,G.W. Pabst
279759,Harrison Montgomery,,,,
78705,Live-In Maid,,Norma Aleandro Norma Argentina  Marcos Mundstock Claudia Lapac\u00f3 Elsa Berenguer,Drama Foreign,Jorge Gaggero
25212,Deterrence,diner judgment call,Kevin Pollak Timothy Hutton Sheryl Lee Ralph Clotilde Courau Sean Astin,Action Drama Mystery Thriller,Rod Lurie
26899,The Mudge Boy,chicken bullying rape of a male misfit homosexuality,Emile Hirsch Tom Guiry Richard Jenkins Pablo Schreiber Zachary Knighton,Drama,Michael Burke
146269,The Young Unknowns,woman director,Devon Gummersall Arly Jover Eion Bailey Leslie Bibb Dale Godboldo,Drama,Catherine Jelski
292483,Not Cool,sex thanksgiving friendship high school love,Shane Dawson Cherami Leigh Drew Monson Michelle Veintimilla Lisa Schwartz,Comedy,Shane Dawson
14451,Dead Snow,norway undead zombie wintry,Charlotte Frogner Stig Frode Henriksen Vegar Hoel Jeppe Beck Laursen Evy Kasseth R\u00f8sten,Horror Comedy,Tommy Wirkola
10105,Saints and Soldiers,winter belgium world war ii nazis bravery,Larry Bagby Alexander Polinsky Kirby Heyborne Corbin Allred Ethan Vincent,Action Adventure Drama History War,Ryan Little
211557,Vessel,,Brandon Bales Brandy Maasch Julie Mintz Walter Phelan Taylor Pigeon,Horror Science Fiction,Clark Baker
838,American Graffiti,farewell rock and roll robbery love at first sight car race,Richard Dreyfuss Ron Howard Paul Le Mat Charles Martin Smith Cindy Williams,Comedy Drama,George Lucas
40862,Iraq for Sale: The War Profiteers,,Shereef Akeel,Documentary,Robert Greenwald
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,africa blood splatter surrealism blood robot,Dana Snyder Carey Means Dave Willis Andy Merrill Bruce Campbell,Animation Comedy,Dave Willis
84332,Safety Not Guaranteed,time travel,Aubrey Plaza Mark Duplass Jake Johnson Karan Soni Jenica Bergere,Comedy Romance Science Fiction Drama,Colin Trevorrow
74510,Kevin Hart: Laugh at My Pain,stand-up comedy,Kevin Hart Na'im Lynn,Comedy Documentary,Tim Story
74725,Kill List,hotel wife husband relationship hitman infection forest,Neil Maskell MyAnna Buring Harry Simpson Michael Smiley Struan Rodger,Horror Thriller Crime,Ben Wheatley
58428,The Innkeepers,anti terror terror beer supernatural towel,Sara Paxton Pat Healy Kelly McGillis George Riddle Lena Dunham,Horror Thriller,Ti West
8416,The Conformist,paris italy assassin fascism benito mussolini,Jean-Louis Trintignant Stefania Sandrelli Gastone Moschin Dominique Sanda Enzo Tarascio,Drama,Bernardo Bertolucci
36584,Interview with the Assassin,assassination paranoia suspense conspiracy,Dylan Haggerty Renee Faia Dennis Lau Raymond J. Barry Kelsey Kemper,Drama Thriller,Neil Burger
13429,Donkey Punch,,Nichola Burley Sian Breckin Jaime Winstone Robert Boulter Tom Burke,Horror Drama Thriller Crime,Olly Blackburn
9022,All the Boys Love Mandy Lane,suicide attempt gun texas mass murder farm worker,Amber Heard Anson Mount Michael Welch Whitney Able Edwin Hodge,Horror Mystery Thriller,Jonathan Levine
22530,Bled,vampire daywalker,Sarah Farooqui Chris Ivan Cevic Alex Petrovitch Michele Morrow Ivan L. Moody,Horror,Christopher Hutson
288,High Noon,gunslinger showdown fistfight morality u.s. marshal,Gary Cooper Grace Kelly Thomas Mitchell Lloyd Bridges Katy Jurado,Western,Fred Zinnemann
14275,Hoop Dreams,chicago sports team ghetto narration college,William Gates Arthur Agee Steve James,Documentary,Steve James
2287,Rize,street gang hip-hop dance fight breakdance,Christopher Toler Tommy the Clown Miss Prissy Dragon Ceasare Willis,Documentary,David LaChapelle
18734,L.I.E.,independent film,Paul Dano Bruce Altman Brian Cox Billy Kay James Costa,Drama,Michael Cuesta
206197,The Sisterhood of Night,witch woman director,Kara Hayward Georgie Henley Olivia DeJonge Laura Fraser Kal Penn,Mystery Drama Thriller,Caryn Waechter
26837,B-Girl,dancing hip-hop b-girl street dance b-boying,Julie 'Jules' Urich Missy Yager Wesley Jonathan Drew Sidora Aimee Garcia,Crime Drama Music,Emily Dell
7859,Half Nelson,date ex-girlfriend bicycle crack independent film,Ryan Gosling Jeff Lima Shareeka Epps Nathan Corbett Tyra Kwao-Vovo,Drama,Ryan Fleck
302579,Naturally Native,native american racism family woman director,Valerie Red-Horse Yvonne Russo Irene Bedard Kimberly Guerrero Pato Hoffmann,Drama,Valerie Red-Horse
51955,Hav Plenty,,Christopher Scott Cherot Chenoa Maxwell Tammi Katherine Jones Robinne Lee Reginald James,Action Comedy Romance Science Fiction Thriller,Christopher Scott Cherot
376004,Adulterers,,Sean Faris Danielle Savre Mehcad Brooks Stephanie Charles Steffinnie Phrommany,Thriller Crime Drama,H.M. Coakley
158752,Escape from Tomorrow,,Roy Abramsohn Elena Schuber Katelynn Rodriguez Danielle Safady Alison Lees-Taylor,Horror Fantasy,Randy Moore
40658,Starsuckers,,Ellis Cashmore Max Clifford Richard Curtis Josef d'Bache-Kane Nick Davies,Documentary Foreign,Chris Atkins
296943,The Hadza:  Last of the First,,,Documentary,Bill Benenson
118612,After,coma crash accepting death,Steven Strait Karolina Wydra Sandra Ellis Lafferty Ric Reitz Jackson Walker,Mystery Thriller,Ryan Smith
138976,Treachery,,Matthew Ziff Michael Biehn Sarah Butler Caitlin Keats,Drama,Travis Romero
323967,Walter,god woman director,Andrew J. West Justin Kirk Virginia Madsen William H. Macy Milo Ventimiglia,Drama Comedy,Anna Mastro
3080,Top Hat,venice dance musical tap dancing stage show,Fred Astaire Ginger Rogers Edward Everett Horton Helen Broderick Erik Rhodes,Comedy Music Romance,Mark Sandrich
2667,The Blair Witch Project,witch voodoo legend sorcery maryland,Michael C. Williams Heather Donahue Joshua Leonard Bob Griffith Jim King,Horror Mystery,Daniel Myrick
9459,Woodstock,hippie free love musical music woodstock,Joe Cocker Richie Havens Joan Baez Arlo Guthrie Ten Years After,History Documentary Music,Michael Wadleigh
11598,The Kentucky Fried Movie,journalism commercial television tv show manipulation of the media,Evan C. Kim Bong Soo Han Marilyn Joi Saul Kahan Marcy Goldman,Comedy,John Landis
26916,Mercy Streets,suspense,Eric Roberts David A.R. White Cynthia Watros Lawrence Taylor Stacy Keach,Action Adventure Drama,Jon Gunn
181940,Carousel of Revenge,,Erik Allen Randy Baranczyk Chris Carlson Ben Coler Nancy Crocker,Thriller Mystery,Gene Teigland
